Evento,Detalhes,Tempo
Caminho do mouse,"(517, 446)",8.203132152557373
Caminho do mouse,"(517, 447)",8.210790157318115
Caminho do mouse,"(517, 448)",8.224956750869751
Caminho do mouse,"(517, 449)",8.232138872146606
Caminho do mouse,"(517, 450)",8.239974021911621
Caminho do mouse,"(517, 451)",8.246614456176758
Caminho do mouse,"(517, 452)",8.26102900505066
Caminho do mouse,"(517, 453)",8.281777381896973
Caminho do mouse,"(517, 454)",8.304676532745361
Caminho do mouse,"(517, 455)",8.311286926269531
Caminho do mouse,"(517, 456)",8.318490982055664
Caminho do mouse,"(517, 457)",8.324100255966187
Caminho do mouse,"(517, 458)",8.332845687866211
Caminho do mouse,"(517, 459)",8.340651750564575
Caminho do mouse,"(517, 460)",8.346308708190918
Caminho do mouse,"(517, 459)",8.439786195755005
Caminho do mouse,"(519, 454)",8.44634461402893
Caminho do mouse,"(520, 445)",8.453521490097046
Caminho do mouse,"(520, 438)",8.460758209228516
Caminho do mouse,"(520, 431)",8.470438480377197
Caminho do mouse,"(520, 418)",8.48992657661438
Caminho do mouse,"(520, 411)",8.495575189590454
Caminho do mouse,"(519, 397)",8.504627227783203
Caminho do mouse,"(518, 382)",8.509866714477539
Caminho do mouse,"(516, 367)",8.517594337463379
Caminho do mouse,"(515, 362)",8.524879455566406
Caminho do mouse,"(511, 354)",8.533028602600098
Caminho do mouse,"(509, 348)",8.540002822875977
Caminho do mouse,"(506, 344)",8.545644521713257
Caminho do mouse,"(501, 338)",8.552696704864502
Caminho do mouse,"(496, 335)",8.559980392456055
Caminho do mouse,"(490, 331)",8.568512439727783
Caminho do mouse,"(486, 330)",8.575228452682495
Caminho do mouse,"(481, 328)",8.582210540771484
Caminho do mouse,"(476, 327)",8.58949875831604
Caminho do mouse,"(471, 327)",8.596675395965576
Caminho do mouse,"(466, 327)",8.60358738899231
Caminho do mouse,"(461, 328)",8.610601902008057
Caminho do mouse,"(455, 330)",8.617680072784424
Caminho do mouse,"(450, 333)",8.628918647766113
Caminho do mouse,"(445, 338)",8.633641481399536
Caminho do mouse,"(439, 345)",8.63934326171875
Caminho do mouse,"(437, 348)",8.646547555923462
Caminho do mouse,"(433, 352)",8.654780149459839
Caminho do mouse,"(428, 357)",8.66187572479248
Caminho do mouse,"(424, 360)",8.671029090881348
Caminho do mouse,"(422, 363)",8.67511534690857
Caminho do mouse,"(419, 366)",8.682716608047485
Caminho do mouse,"(417, 368)",8.690125465393066
Caminho do mouse,"(416, 370)",8.695874214172363
Caminho do mouse,"(415, 372)",8.703985929489136
Caminho do mouse,"(414, 373)",8.711204290390015
Caminho do mouse,"(413, 373)",8.718666553497314
Caminho do mouse,"(412, 374)",8.72965121269226
Caminho do mouse,"(404, 373)",8.940365076065063
Caminho do mouse,"(399, 370)",8.950262308120728
Caminho do mouse,"(392, 367)",8.95480489730835
Caminho do mouse,"(387, 365)",8.964429378509521
Caminho do mouse,"(380, 362)",8.968825101852417
Caminho do mouse,"(374, 359)",8.978169679641724
Caminho do mouse,"(369, 356)",8.983327388763428
Caminho do mouse,"(365, 353)",8.99272108078003
Caminho do mouse,"(362, 352)",8.996371269226074
Caminho do mouse,"(359, 350)",9.00610637664795
Caminho do mouse,"(357, 347)",9.01126766204834
Caminho do mouse,"(353, 344)",9.020538091659546
Caminho do mouse,"(351, 342)",9.025890111923218
Caminho do mouse,"(349, 339)",9.034822225570679
Caminho do mouse,"(347, 337)",9.040151119232178
Caminho do mouse,"(345, 335)",9.048159837722778
Caminho do mouse,"(345, 333)",9.05356502532959
Caminho do mouse,"(344, 330)",9.062729835510254
Caminho do mouse,"(343, 329)",9.068855285644531
Caminho do mouse,"(342, 323)",9.076518058776855
Caminho do mouse,"(341, 322)",9.083269119262695
Caminho do mouse,"(341, 318)",9.091681957244873
Caminho do mouse,"(341, 315)",9.09750747680664
Caminho do mouse,"(340, 311)",9.105092287063599
Caminho do mouse,"(340, 310)",9.112388134002686
Caminho do mouse,"(340, 309)",9.119634866714478
Caminho do mouse,"(340, 308)",9.126593828201294
Caminho do mouse,"(339, 308)",9.140769958496094
Caminho do mouse,"(337, 305)",9.147851705551147
Caminho do mouse,"(334, 303)",9.15505599975586
Caminho do mouse,"(329, 300)",9.162188053131104
Caminho do mouse,"(323, 298)",9.16913652420044
Caminho do mouse,"(321, 297)",9.175638914108276
Caminho do mouse,"(318, 296)",9.184617280960083
Caminho do mouse,"(316, 296)",9.190694570541382
Caminho do mouse,"(315, 296)",9.204447984695435
Caminho do mouse,"(314, 296)",9.21172308921814
Caminho do mouse,"(313, 296)",9.219109296798706
Caminho do mouse,"(312, 296)",9.22597360610962
Caminho do mouse,"(311, 296)",9.241980791091919
Caminho do mouse,"(310, 296)",9.261435985565186
Caminho do mouse,"(311, 293)",9.941876649856567
Caminho do mouse,"(313, 288)",9.95140266418457
Caminho do mouse,"(315, 283)",9.956161975860596
Caminho do mouse,"(317, 280)",9.963864088058472
Caminho do mouse,"(318, 276)",9.971321821212769
Caminho do mouse,"(321, 274)",9.979593276977539
Caminho do mouse,"(326, 269)",9.986418962478638
Caminho do mouse,"(331, 266)",9.991665363311768
Caminho do mouse,"(336, 262)",9.999823570251465
Caminho do mouse,"(341, 258)",10.007406234741211
Caminho do mouse,"(346, 254)",10.012867450714111
Caminho do mouse,"(349, 253)",10.024209260940552
Caminho do mouse,"(352, 251)",10.028210878372192
Caminho do mouse,"(353, 249)",10.036514520645142
Caminho do mouse,"(357, 247)",10.04192328453064
Caminho do mouse,"(359, 246)",10.050898790359497
Caminho do mouse,"(362, 244)",10.057631254196167
Caminho do mouse,"(363, 244)",10.065004825592041
Caminho do mouse,"(366, 243)",10.072303533554077
Caminho do mouse,"(368, 242)",10.077409744262695
Caminho do mouse,"(370, 241)",10.087174654006958
Caminho do mouse,"(375, 240)",10.092445135116577
Caminho do mouse,"(382, 239)",10.099753618240356
Caminho do mouse,"(387, 239)",10.107130527496338
Caminho do mouse,"(391, 239)",10.113988876342773
Caminho do mouse,"(395, 239)",10.121861696243286
Caminho do mouse,"(400, 238)",10.130756855010986
Caminho do mouse,"(403, 238)",10.136143684387207
Caminho do mouse,"(405, 238)",10.144899129867554
Caminho do mouse,"(407, 238)",10.150278806686401
Caminho do mouse,"(409, 239)",10.15943431854248
Caminho do mouse,"(410, 239)",10.163949728012085
Caminho do mouse,"(411, 239)",10.172364950180054
Caminho do mouse,"(422, 237)",10.750943660736084
Caminho do mouse,"(429, 236)",10.759021282196045
Caminho do mouse,"(440, 234)",10.765272855758667
Caminho do mouse,"(448, 233)",10.773796081542969
Caminho do mouse,"(463, 230)",10.779943943023682
Caminho do mouse,"(476, 227)",10.788418769836426
Caminho do mouse,"(485, 225)",10.79351258277893
Caminho do mouse,"(497, 223)",10.804309368133545
Caminho do mouse,"(512, 222)",10.807800769805908
Caminho do mouse,"(521, 220)",10.816706657409668
Caminho do mouse,"(529, 220)",10.824360370635986
Caminho do mouse,"(536, 221)",10.830826044082642
Caminho do mouse,"(544, 222)",10.836843729019165
Caminho do mouse,"(549, 222)",10.845184803009033
Caminho do mouse,"(554, 223)",10.850630760192871
Caminho do mouse,"(557, 223)",10.85741376876831
Caminho do mouse,"(559, 223)",10.864768981933594
Caminho do mouse,"(561, 223)",10.873661041259766
Caminho do mouse,"(562, 223)",10.878892183303833
Caminho do mouse,"(564, 223)",10.886651277542114
Caminho do mouse,"(566, 223)",10.894627571105957
Caminho do mouse,"(568, 223)",10.90182638168335
Caminho do mouse,"(569, 223)",10.908265590667725
Caminho do mouse,"(571, 222)",10.915743827819824
Caminho do mouse,"(572, 222)",10.923280239105225
Caminho do mouse,"(573, 221)",10.930433988571167
Caminho do mouse,"(574, 221)",10.93815016746521
Caminho do mouse,"(575, 221)",10.945181608200073
Caminho do mouse,"(576, 221)",10.954906225204468
Caminho do mouse,"(577, 221)",11.00050139427185
Caminho do mouse,"(577, 220)",11.03038740158081
Caminho do mouse,"(578, 220)",11.0463125705719
Caminho do mouse,"(588, 224)",11.612171411514282
Caminho do mouse,"(595, 226)",11.617414236068726
Caminho do mouse,"(604, 228)",11.624470710754395
Caminho do mouse,"(610, 230)",11.631695985794067
Caminho do mouse,"(617, 232)",11.63870358467102
Caminho do mouse,"(623, 234)",11.64553689956665
Caminho do mouse,"(627, 235)",11.652388572692871
Caminho do mouse,"(630, 236)",11.659863710403442
Caminho do mouse,"(633, 237)",11.668376445770264
Caminho do mouse,"(635, 238)",11.673763036727905
Caminho do mouse,"(637, 238)",11.682555913925171
Caminho do mouse,"(638, 239)",11.688197612762451
Caminho do mouse,"(640, 239)",11.695537090301514
Caminho do mouse,"(642, 240)",11.7062509059906
Caminho do mouse,"(644, 240)",11.70984172821045
Caminho do mouse,"(646, 240)",11.71902060508728
Caminho do mouse,"(647, 240)",11.724482774734497
Caminho do mouse,"(648, 240)",11.73384165763855
Caminho do mouse,"(649, 240)",11.73776888847351
Caminho do mouse,"(650, 252)",12.275497913360596
Caminho do mouse,"(653, 264)",12.282759666442871
Caminho do mouse,"(656, 271)",12.290180683135986
Caminho do mouse,"(662, 281)",12.295881748199463
Caminho do mouse,"(671, 291)",12.302999258041382
Caminho do mouse,"(677, 300)",12.312297821044922
Caminho do mouse,"(682, 305)",12.318155765533447
Caminho do mouse,"(693, 314)",12.325680494308472
Caminho do mouse,"(700, 318)",12.33180570602417
Caminho do mouse,"(708, 321)",12.340602397918701
Caminho do mouse,"(715, 323)",12.347218751907349
Caminho do mouse,"(721, 323)",12.356141567230225
Caminho do mouse,"(725, 323)",12.361629962921143
Caminho do mouse,"(730, 323)",12.36906623840332
Caminho do mouse,"(733, 323)",12.374732494354248
Caminho do mouse,"(734, 323)",12.383300542831421
Caminho do mouse,"(735, 323)",12.390235900878906
Caminho do mouse,"(736, 323)",12.397173643112183
Caminho do mouse,"(737, 323)",12.41191053390503
Caminho do mouse,"(738, 323)",12.476942777633667
Caminho do mouse,"(738, 322)",12.521844625473022
Caminho do mouse,"(739, 322)",12.540933609008789
Caminho do mouse,"(739, 321)",12.548578023910522
Caminho do mouse,"(740, 321)",12.555862188339233
Caminho do mouse,"(740, 320)",12.568132638931274
Caminho do mouse,"(741, 319)",12.576551675796509
Caminho do mouse,"(741, 318)",12.590566873550415
Caminho do mouse,"(742, 318)",12.597412347793579
Caminho do mouse,"(742, 317)",12.604994058609009
Caminho do mouse,"(742, 316)",12.620142698287964
Caminho do mouse,"(742, 315)",12.643626928329468
Caminho do mouse,"(741, 315)",12.827908277511597
Caminho do mouse,"(741, 316)",12.927041292190552
Caminho do mouse,"(741, 317)",12.977405071258545
Caminho do mouse,"(740, 318)",13.146098375320435
Caminho do mouse,"(737, 323)",13.15128231048584
Caminho do mouse,"(734, 329)",13.16051721572876
Caminho do mouse,"(729, 334)",13.165464162826538
Caminho do mouse,"(725, 339)",13.174023151397705
Caminho do mouse,"(720, 344)",13.181224346160889
Caminho do mouse,"(716, 350)",13.18821096420288
Caminho do mouse,"(711, 355)",13.195085048675537
Caminho do mouse,"(705, 360)",13.202540159225464
Caminho do mouse,"(700, 366)",13.209805250167847
Caminho do mouse,"(694, 373)",13.2165048122406
Caminho do mouse,"(689, 377)",13.224735975265503
Caminho do mouse,"(681, 383)",13.230771541595459
Caminho do mouse,"(676, 388)",13.237622737884521
Caminho do mouse,"(669, 393)",13.245132446289062
Caminho do mouse,"(663, 396)",13.252236127853394
Caminho do mouse,"(658, 400)",13.260431051254272
Caminho do mouse,"(655, 402)",13.266491174697876
Caminho do mouse,"(652, 405)",13.27382779121399
Caminho do mouse,"(649, 407)",13.281428813934326
Caminho do mouse,"(647, 408)",13.288888454437256
Caminho do mouse,"(646, 409)",13.29553484916687
Caminho do mouse,"(644, 409)",13.302398443222046
Caminho do mouse,"(642, 410)",13.311011791229248
Caminho do mouse,"(640, 411)",13.316497087478638
Caminho do mouse,"(639, 412)",13.323915719985962
Caminho do mouse,"(636, 415)",13.331302404403687
Caminho do mouse,"(633, 416)",13.338407754898071
Caminho do mouse,"(629, 419)",13.34498119354248
Caminho do mouse,"(626, 421)",13.35291337966919
Caminho do mouse,"(622, 424)",13.359418392181396
Caminho do mouse,"(619, 425)",13.366636276245117
Caminho do mouse,"(616, 427)",13.374592065811157
Caminho do mouse,"(612, 430)",13.381396055221558
Caminho do mouse,"(609, 431)",13.389317274093628
Caminho do mouse,"(605, 434)",13.395774364471436
Caminho do mouse,"(601, 437)",13.40333080291748
Caminho do mouse,"(597, 439)",13.410850048065186
Caminho do mouse,"(591, 443)",13.417598724365234
Caminho do mouse,"(586, 447)",13.424948930740356
Caminho do mouse,"(579, 452)",13.43310022354126
Caminho do mouse,"(574, 456)",13.439789533615112
Caminho do mouse,"(566, 461)",13.44682788848877
Caminho do mouse,"(558, 467)",13.455445766448975
Caminho do mouse,"(550, 472)",13.462607622146606
Caminho do mouse,"(542, 476)",13.467671632766724
Caminho do mouse,"(534, 482)",13.475474119186401
Caminho do mouse,"(525, 487)",13.486194372177124
Caminho do mouse,"(517, 492)",13.489788293838501
Caminho do mouse,"(510, 496)",13.499531984329224
Caminho do mouse,"(505, 501)",13.50416350364685
Caminho do mouse,"(500, 504)",13.51426386833191
Caminho do mouse,"(493, 510)",13.519554376602173
Caminho do mouse,"(488, 514)",13.528090953826904
Caminho do mouse,"(482, 519)",13.533283710479736
Caminho do mouse,"(475, 526)",13.542446613311768
Caminho do mouse,"(468, 535)",13.548007488250732
Caminho do mouse,"(463, 542)",13.555302858352661
Caminho do mouse,"(458, 547)",13.562384605407715
Caminho do mouse,"(456, 551)",13.569715023040771
Caminho do mouse,"(448, 546)",13.871432781219482
Caminho do mouse,"(439, 539)",13.87856149673462
Caminho do mouse,"(426, 528)",13.88781189918518
Caminho do mouse,"(411, 515)",13.893965482711792
Caminho do mouse,"(396, 503)",13.900548934936523
Caminho do mouse,"(382, 488)",13.90922212600708
Caminho do mouse,"(368, 473)",13.916450023651123
Caminho do mouse,"(354, 458)",13.924395322799683
Caminho do mouse,"(340, 442)",13.93036437034607
Caminho do mouse,"(326, 427)",13.935758352279663
Caminho do mouse,"(314, 412)",13.942743062973022
Caminho do mouse,"(301, 395)",13.95335841178894
Caminho do mouse,"(289, 380)",13.958589315414429
Caminho do mouse,"(276, 362)",13.96785855293274
Caminho do mouse,"(266, 348)",13.973558902740479
Caminho do mouse,"(256, 331)",13.983098268508911
Caminho do mouse,"(249, 317)",13.987907409667969
Caminho do mouse,"(243, 304)",13.99686050415039
Caminho do mouse,"(238, 292)",14.00051474571228
Caminho do mouse,"(234, 281)",14.011486530303955
Caminho do mouse,"(231, 273)",14.01669692993164
Caminho do mouse,"(229, 265)",14.025125503540039
Caminho do mouse,"(227, 258)",14.030536413192749
Caminho do mouse,"(225, 252)",14.040208339691162
Caminho do mouse,"(224, 247)",14.043979167938232
Caminho do mouse,"(224, 242)",14.053990364074707
Caminho do mouse,"(223, 238)",14.06000566482544
Caminho do mouse,"(222, 235)",14.067171335220337
Caminho do mouse,"(222, 233)",14.073901891708374
Caminho do mouse,"(222, 231)",14.08213496208191
Caminho do mouse,"(222, 229)",14.088886499404907
Caminho do mouse,"(222, 228)",14.096094846725464
Caminho do mouse,"(222, 226)",14.101347923278809
Caminho do mouse,"(222, 225)",14.110091924667358
Caminho do mouse,"(222, 224)",14.11736011505127
Caminho do mouse,"(222, 223)",14.124875783920288
Caminho do mouse,"(222, 222)",14.130706071853638
Caminho do mouse,"(222, 221)",14.13990569114685
Caminho do mouse,"(222, 213)",14.399407625198364
Caminho do mouse,"(222, 206)",14.40456771850586
Caminho do mouse,"(222, 195)",14.413326740264893
Caminho do mouse,"(222, 186)",14.419121026992798
Caminho do mouse,"(222, 176)",14.426249504089355
Caminho do mouse,"(222, 168)",14.433944463729858
Caminho do mouse,"(222, 157)",14.441639184951782
Caminho do mouse,"(222, 148)",14.447630882263184
Caminho do mouse,"(221, 139)",14.454818964004517
Caminho do mouse,"(220, 131)",14.462228775024414
Caminho do mouse,"(220, 123)",14.46943187713623
Caminho do mouse,"(219, 114)",14.476595640182495
Caminho do mouse,"(218, 107)",14.483849048614502
Caminho do mouse,"(217, 100)",14.490978479385376
Caminho do mouse,"(216, 94)",14.497583627700806
Caminho do mouse,"(215, 88)",14.50477385520935
Caminho do mouse,"(214, 82)",14.511977672576904
Caminho do mouse,"(213, 76)",14.519047260284424
Caminho do mouse,"(211, 70)",14.526551246643066
Caminho do mouse,"(210, 64)",14.53372836112976
Caminho do mouse,"(209, 59)",14.54074501991272
Caminho do mouse,"(209, 52)",14.549726247787476
Caminho do mouse,"(209, 48)",14.555599689483643
Caminho do mouse,"(208, 43)",14.562997341156006
Caminho do mouse,"(208, 38)",14.570649862289429
Caminho do mouse,"(207, 34)",14.577663660049438
Caminho do mouse,"(207, 30)",14.584317445755005
Caminho do mouse,"(207, 26)",14.593597173690796
Caminho do mouse,"(207, 22)",14.599127769470215
Caminho do mouse,"(206, 17)",14.606349468231201
Caminho do mouse,"(206, 14)",14.613542795181274
Caminho do mouse,"(206, 9)",14.62059998512268
Caminho do mouse,"(206, 5)",14.627382040023804
Caminho do mouse,"(206, 1)",14.634426832199097
Caminho do mouse,"(207, -4)",14.641781568527222
Caminho do mouse,"(208, -10)",14.64926815032959
Caminho do mouse,"(209, -17)",14.656878232955933
Caminho do mouse,"(209, -22)",14.664592504501343
Caminho do mouse,"(211, -27)",14.670912265777588
Caminho do mouse,"(212, -32)",14.679907083511353
Caminho do mouse,"(213, -35)",14.686337232589722
Caminho do mouse,"(214, -37)",14.694329500198364
Caminho do mouse,"(215, -40)",14.700506687164307
Caminho do mouse,"(217, -42)",14.706803321838379
Caminho do mouse,"(218, -43)",14.714088678359985
Caminho do mouse,"(220, -45)",14.721624612808228
Caminho do mouse,"(222, -48)",14.729137182235718
Caminho do mouse,"(225, -50)",14.736390352249146
Caminho do mouse,"(230, -54)",14.744410753250122
Caminho do mouse,"(236, -57)",14.74991512298584
Caminho do mouse,"(243, -61)",14.759000062942505
Caminho do mouse,"(252, -63)",14.764687061309814
Caminho do mouse,"(260, -65)",14.774569511413574
Caminho do mouse,"(269, -65)",14.779418706893921
Caminho do mouse,"(280, -64)",14.788987636566162
Caminho do mouse,"(289, -63)",14.79297661781311
Caminho do mouse,"(299, -60)",14.803101062774658
Caminho do mouse,"(307, -57)",14.808324813842773
Caminho do mouse,"(315, -54)",14.817686080932617
Caminho do mouse,"(323, -50)",14.823476552963257
Caminho do mouse,"(330, -47)",14.832771301269531
Caminho do mouse,"(336, -43)",14.836564302444458
Caminho do mouse,"(343, -40)",14.846827030181885
Caminho do mouse,"(349, -37)",14.850774765014648
Caminho do mouse,"(357, -34)",14.860121011734009
Caminho do mouse,"(364, -33)",14.867370367050171
Caminho do mouse,"(373, -30)",14.876667022705078
Caminho do mouse,"(384, -29)",14.881461381912231
Caminho do mouse,"(395, -28)",14.890469551086426
Caminho do mouse,"(405, -26)",14.895901679992676
Caminho do mouse,"(416, -26)",14.905618906021118
Caminho do mouse,"(427, -24)",14.90810227394104
Caminho do mouse,"(438, -21)",14.916068315505981
Caminho do mouse,"(449, -18)",14.922554731369019
Caminho do mouse,"(460, -15)",14.931418180465698
Caminho do mouse,"(469, -13)",14.936811685562134
Caminho do mouse,"(480, -11)",14.943945169448853
Caminho do mouse,"(488, -9)",14.952041149139404
Caminho do mouse,"(496, -8)",14.959275484085083
Caminho do mouse,"(505, -8)",14.967360019683838
Caminho do mouse,"(513, -8)",14.974436283111572
Caminho do mouse,"(520, -8)",14.983577489852905
Caminho do mouse,"(527, -8)",14.98869514465332
Caminho do mouse,"(532, -8)",14.998173952102661
Caminho do mouse,"(538, -9)",15.002876996994019
Caminho do mouse,"(541, -9)",15.012041568756104
Caminho do mouse,"(545, -10)",15.016212463378906
Caminho do mouse,"(546, -11)",15.026010274887085
Caminho do mouse,"(548, -11)",15.031503677368164
Caminho do mouse,"(555, -13)",15.311506748199463
Caminho do mouse,"(564, -15)",15.319422721862793
Caminho do mouse,"(573, -16)",15.326496362686157
Caminho do mouse,"(582, -18)",15.333742141723633
Caminho do mouse,"(592, -20)",15.341782331466675
Caminho do mouse,"(600, -21)",15.3478844165802
Caminho do mouse,"(609, -22)",15.355117321014404
Caminho do mouse,"(618, -24)",15.363511800765991
Caminho do mouse,"(626, -26)",15.370248079299927
Caminho do mouse,"(634, -27)",15.376881122589111
Caminho do mouse,"(642, -28)",15.384711265563965
Caminho do mouse,"(649, -30)",15.391177415847778
Caminho do mouse,"(656, -30)",15.398423194885254
Caminho do mouse,"(663, -32)",15.406139135360718
Caminho do mouse,"(668, -33)",15.413324356079102
Caminho do mouse,"(672, -34)",15.420515537261963
Caminho do mouse,"(677, -35)",15.42763614654541
Caminho do mouse,"(680, -36)",15.43524980545044
Caminho do mouse,"(684, -37)",15.442657470703125
Caminho do mouse,"(688, -37)",15.450499057769775
Caminho do mouse,"(692, -39)",15.457710266113281
Caminho do mouse,"(698, -41)",15.465166568756104
Caminho do mouse,"(703, -42)",15.471359491348267
Caminho do mouse,"(708, -43)",15.479931831359863
Caminho do mouse,"(713, -44)",15.484326362609863
Caminho do mouse,"(719, -45)",15.495552778244019
Caminho do mouse,"(725, -46)",15.499540090560913
Caminho do mouse,"(730, -47)",15.509804725646973
Caminho do mouse,"(735, -48)",15.514261245727539
Caminho do mouse,"(740, -48)",15.524250030517578
Caminho do mouse,"(743, -48)",15.528285026550293
Caminho do mouse,"(746, -48)",15.536250352859497
Caminho do mouse,"(749, -48)",15.542864799499512
Caminho do mouse,"(750, -48)",15.549484014511108
Caminho do mouse,"(752, -48)",15.556727886199951
Caminho do mouse,"(754, -48)",15.563985824584961
Caminho do mouse,"(755, -48)",15.571387767791748
Caminho do mouse,"(756, -48)",15.579073190689087
Caminho do mouse,"(757, -48)",15.586308240890503
Caminho do mouse,"(758, -48)",15.600130558013916
Caminho do mouse,"(759, -48)",15.607422590255737
Caminho do mouse,"(760, -49)",15.614012002944946
Caminho do mouse,"(761, -49)",15.623051881790161
Caminho do mouse,"(762, -49)",15.629709959030151
Caminho do mouse,"(763, -49)",15.643200874328613
Caminho do mouse,"(762, -49)",15.766156196594238
Caminho do mouse,"(761, -49)",15.775115013122559
Caminho do mouse,"(760, -49)",15.780643701553345
Caminho do mouse,"(759, -49)",15.788100004196167
Caminho do mouse,"(758, -49)",15.801718473434448
Caminho do mouse,"(757, -49)",15.809402465820312
Caminho do mouse,"(756, -49)",15.816935539245605
Caminho do mouse,"(755, -49)",15.824278593063354
Caminho do mouse,"(754, -49)",15.831963062286377
Caminho do mouse,"(753, -49)",15.838698148727417
Caminho do mouse,"(752, -49)",15.844836473464966
Caminho do mouse,"(751, -49)",15.85970950126648
Caminho do mouse,"(750, -49)",15.86683702468872
Caminho do mouse,"(749, -49)",15.873894929885864
Caminho do mouse,"(748, -49)",15.8813157081604
Caminho do mouse,"(748, 0)",15.888754844665527
Caminho do mouse,"(717, 2)",16.13630509376526
Caminho do mouse,"(703, 30)",16.14127016067505
Caminho do mouse,"(685, 67)",16.147679090499878
Caminho do mouse,"(671, 93)",16.15599822998047
Caminho do mouse,"(656, 127)",16.16223406791687
Caminho do mouse,"(647, 147)",16.16908597946167
Caminho do mouse,"(634, 174)",16.176767587661743
Caminho do mouse,"(627, 187)",16.183493852615356
Caminho do mouse,"(618, 203)",16.19010877609253
Caminho do mouse,"(612, 214)",16.197768688201904
Caminho do mouse,"(607, 222)",16.204240798950195
Caminho do mouse,"(603, 229)",16.211700439453125
Caminho do mouse,"(599, 234)",16.218769311904907
Caminho do mouse,"(595, 239)",16.22642993927002
Caminho do mouse,"(590, 244)",16.234534978866577
Caminho do mouse,"(588, 248)",16.240875482559204
Caminho do mouse,"(583, 252)",16.24851679801941
Caminho do mouse,"(578, 257)",16.25630807876587
Caminho do mouse,"(573, 261)",16.263334035873413
Caminho do mouse,"(567, 265)",16.2705020904541
Caminho do mouse,"(562, 268)",16.27843427658081
Caminho do mouse,"(557, 272)",16.28413152694702
Caminho do mouse,"(550, 275)",16.29345965385437
Caminho do mouse,"(545, 278)",16.298826456069946
Caminho do mouse,"(538, 280)",16.30771803855896
Caminho do mouse,"(531, 283)",16.31309986114502
Caminho do mouse,"(525, 285)",16.322083950042725
Caminho do mouse,"(518, 287)",16.327582597732544
Caminho do mouse,"(513, 287)",16.336646556854248
Caminho do mouse,"(508, 288)",16.342249393463135
Caminho do mouse,"(503, 289)",16.35095977783203
Caminho do mouse,"(500, 290)",16.356595039367676
Caminho do mouse,"(497, 291)",16.364947080612183
Caminho do mouse,"(495, 293)",16.370649576187134
Caminho do mouse,"(492, 294)",16.38019585609436
Caminho do mouse,"(489, 295)",16.386316537857056
Caminho do mouse,"(487, 296)",16.395169019699097
Caminho do mouse,"(485, 297)",16.400930881500244
Caminho do mouse,"(483, 298)",16.40901017189026
Caminho do mouse,"(481, 299)",16.415058374404907
Caminho do mouse,"(480, 300)",16.424370050430298
Caminho do mouse,"(478, 301)",16.427903413772583
Caminho do mouse,"(477, 302)",16.43541979789734
Caminho do mouse,"(476, 302)",16.441442251205444
Caminho do mouse,"(472, 306)",17.16312885284424
Caminho do mouse,"(466, 310)",17.169938564300537
Caminho do mouse,"(459, 316)",17.176658153533936
Caminho do mouse,"(452, 321)",17.183788537979126
Caminho do mouse,"(445, 326)",17.19114112854004
Caminho do mouse,"(437, 331)",17.200121879577637
Caminho do mouse,"(429, 337)",17.205975770950317
Caminho do mouse,"(421, 343)",17.213720321655273
Caminho do mouse,"(412, 347)",17.220508813858032
Caminho do mouse,"(403, 352)",17.227959632873535
Caminho do mouse,"(394, 356)",17.23555302619934
Caminho do mouse,"(387, 359)",17.243050813674927
Caminho do mouse,"(380, 361)",17.251593828201294
Caminho do mouse,"(375, 363)",17.258180856704712
Caminho do mouse,"(369, 364)",17.26549506187439
Caminho do mouse,"(366, 365)",17.271099090576172
Caminho do mouse,"(362, 366)",17.280283451080322
Caminho do mouse,"(359, 367)",17.285855054855347
Caminho do mouse,"(355, 368)",17.295311450958252
Caminho do mouse,"(353, 368)",17.299546480178833
Caminho do mouse,"(344, 369)",17.85642695426941
Caminho do mouse,"(334, 370)",17.865575313568115
Caminho do mouse,"(321, 373)",17.869232416152954
Caminho do mouse,"(309, 376)",17.876526355743408
Caminho do mouse,"(296, 379)",17.883464336395264
Caminho do mouse,"(284, 383)",17.889753818511963
Caminho do mouse,"(271, 387)",17.898083686828613
Caminho do mouse,"(261, 390)",17.908307313919067
Caminho do mouse,"(248, 394)",17.91196060180664
Caminho do mouse,"(238, 397)",17.920617818832397
Caminho do mouse,"(225, 400)",17.92597985267639
Caminho do mouse,"(214, 401)",17.933534622192383
Caminho do mouse,"(205, 402)",17.94079566001892
Caminho do mouse,"(197, 402)",17.94953441619873
Caminho do mouse,"(190, 403)",17.961461305618286
Caminho do mouse,"(185, 403)",17.96417999267578
Caminho do mouse,"(181, 403)",17.971662759780884
Caminho do mouse,"(178, 403)",17.976274490356445
Caminho do mouse,"(176, 403)",17.984910488128662
Caminho do mouse,"(174, 403)",17.99263072013855
Caminho do mouse,"(172, 403)",17.999732494354248
Caminho do mouse,"(171, 403)",18.00516963005066
Caminho do mouse,"(170, 403)",18.012659311294556
Caminho do mouse,"(169, 403)",18.0282986164093
Caminho do mouse,"(168, 403)",18.03548264503479
Caminho do mouse,"(167, 403)",18.042975902557373
Caminho do mouse,"(166, 403)",18.048890113830566
Caminho do mouse,"(165, 403)",18.05560803413391
Caminho do mouse,"(164, 403)",18.064467430114746
Caminho do mouse,"(163, 403)",18.072028636932373
Caminho do mouse,"(162, 403)",18.08658218383789
Caminho do mouse,"(161, 403)",18.100103616714478
Caminho do mouse,"(160, 403)",18.115700006484985
Caminho do mouse,"(159, 403)",18.13068199157715
