Evento,Detalhes,Tempo
Caminho do mouse,"(158, 403)",18.14508080482483
Caminho do mouse,"(157, 403)",18.150957822799683
Caminho do mouse,"(156, 403)",18.16017174720764
Caminho do mouse,"(155, 403)",18.17174458503723
Caminho do mouse,"(154, 403)",18.179199934005737
Caminho do mouse,"(153, 403)",18.184958696365356
Caminho do mouse,"(152, 404)",18.193405389785767
Caminho do mouse,"(151, 404)",18.202252864837646
Caminho do mouse,"(150, 404)",18.207703113555908
Caminho do mouse,"(149, 404)",18.214958667755127
Caminho do mouse,"(148, 404)",18.22293448448181
Caminho do mouse,"(147, 404)",18.229063510894775
Caminho do mouse,"(146, 404)",18.237629413604736
Caminho do mouse,"(145, 404)",18.246758460998535
Caminho do mouse,"(144, 404)",18.251127243041992
Caminho do mouse,"(143, 404)",18.25835347175598
Caminho do mouse,"(142, 404)",18.265589714050293
Caminho do mouse,"(141, 404)",18.280089855194092
Caminho do mouse,"(140, 404)",18.286399602890015
Caminho do mouse,"(139, 404)",18.302648067474365
Caminho do mouse,"(138, 404)",18.32386064529419
Caminho do mouse,"(138, 405)",18.691449403762817
Caminho do mouse,"(139, 405)",18.69784903526306
Caminho do mouse,"(144, 406)",18.704986333847046
Caminho do mouse,"(151, 409)",18.71216869354248
Caminho do mouse,"(161, 412)",18.720266580581665
Caminho do mouse,"(173, 414)",18.727404832839966
Caminho do mouse,"(190, 418)",18.735318660736084
Caminho do mouse,"(206, 421)",18.742285013198853
Caminho do mouse,"(226, 422)",18.748392820358276
Caminho do mouse,"(244, 423)",18.756042003631592
Caminho do mouse,"(261, 423)",18.763027906417847
Caminho do mouse,"(281, 422)",18.768991947174072
Caminho do mouse,"(295, 421)",18.777158975601196
Caminho do mouse,"(311, 418)",18.78507399559021
Caminho do mouse,"(324, 416)",18.791985511779785
Caminho do mouse,"(340, 413)",18.799010753631592
Caminho do mouse,"(356, 409)",18.805614233016968
Caminho do mouse,"(374, 404)",18.812873601913452
Caminho do mouse,"(391, 398)",18.820330142974854
Caminho do mouse,"(409, 393)",18.8274347782135
Caminho do mouse,"(430, 386)",18.83514165878296
Caminho do mouse,"(448, 381)",18.844093084335327
Caminho do mouse,"(465, 375)",18.8499116897583
Caminho do mouse,"(481, 369)",18.8598051071167
Caminho do mouse,"(495, 364)",18.865697622299194
Caminho do mouse,"(506, 360)",18.872403621673584
Caminho do mouse,"(515, 357)",18.880924940109253
Caminho do mouse,"(523, 354)",18.886141777038574
Caminho do mouse,"(531, 351)",18.894271850585938
Caminho do mouse,"(536, 350)",18.898919820785522
Caminho do mouse,"(541, 349)",18.90922999382019
Caminho do mouse,"(543, 348)",18.91319727897644
Caminho do mouse,"(534, 349)",19.870911121368408
Caminho do mouse,"(521, 349)",19.87869143486023
Caminho do mouse,"(507, 349)",19.885535955429077
Caminho do mouse,"(494, 349)",19.896440744400024
Caminho do mouse,"(480, 348)",19.900535821914673
Caminho do mouse,"(466, 347)",19.90941286087036
Caminho do mouse,"(454, 345)",19.914483785629272
Caminho do mouse,"(442, 344)",19.922871589660645
Caminho do mouse,"(432, 342)",19.928802251815796
Caminho do mouse,"(420, 341)",19.936347246170044
Caminho do mouse,"(411, 341)",19.94349193572998
Caminho do mouse,"(401, 341)",19.949756860733032
Caminho do mouse,"(392, 340)",19.960638523101807
Caminho do mouse,"(384, 340)",19.965033054351807
Caminho do mouse,"(377, 340)",19.97284197807312
Caminho do mouse,"(370, 340)",19.979869842529297
Caminho do mouse,"(364, 340)",19.987858057022095
Caminho do mouse,"(357, 340)",19.99537467956543
Caminho do mouse,"(353, 341)",20.002838134765625
Caminho do mouse,"(348, 342)",20.009458780288696
Caminho do mouse,"(343, 343)",20.016558170318604
Caminho do mouse,"(338, 344)",20.023213386535645
Caminho do mouse,"(333, 346)",20.029700756072998
Caminho do mouse,"(327, 347)",20.03732442855835
Caminho do mouse,"(322, 350)",20.04475450515747
Caminho do mouse,"(317, 353)",20.051596879959106
Caminho do mouse,"(312, 355)",20.058746099472046
Caminho do mouse,"(306, 358)",20.06576156616211
Caminho do mouse,"(301, 361)",20.0745689868927
Caminho do mouse,"(297, 363)",20.080371379852295
Caminho do mouse,"(292, 365)",20.087377309799194
Caminho do mouse,"(289, 367)",20.093950748443604
Caminho do mouse,"(286, 369)",20.10569167137146
Caminho do mouse,"(283, 369)",20.10832643508911
Caminho do mouse,"(282, 370)",20.120734453201294
Caminho do mouse,"(280, 371)",20.1231050491333
Caminho do mouse,"(278, 372)",20.13297724723816
Caminho do mouse,"(269, 376)",20.325701475143433
Caminho do mouse,"(261, 381)",20.33227229118347
Caminho do mouse,"(251, 386)",20.340617895126343
Caminho do mouse,"(242, 390)",20.35015034675598
Caminho do mouse,"(235, 392)",20.35469126701355
Caminho do mouse,"(229, 394)",20.362127780914307
Caminho do mouse,"(224, 396)",20.368852615356445
Caminho do mouse,"(221, 397)",20.378185033798218
Caminho do mouse,"(218, 398)",20.38227677345276
Caminho do mouse,"(215, 399)",20.390042304992676
Caminho do mouse,"(214, 399)",20.398659706115723
Caminho do mouse,"(213, 399)",20.406798839569092
Caminho do mouse,"(211, 399)",20.413049936294556
Caminho do mouse,"(210, 399)",20.41929864883423
Caminho do mouse,"(209, 399)",20.42629361152649
Caminho do mouse,"(208, 399)",20.4370858669281
Caminho do mouse,"(207, 399)",20.44113326072693
Caminho do mouse,"(207, 400)",20.451449155807495
Caminho do mouse,"(206, 400)",20.455552339553833
Caminho do mouse,"(205, 400)",20.46538996696472
Caminho do mouse,"(204, 400)",20.470011234283447
Caminho do mouse,"(203, 400)",20.48090147972107
Caminho do mouse,"(202, 400)",20.482996225357056
Caminho do mouse,"(201, 400)",20.49554705619812
Caminho do mouse,"(200, 400)",20.499714136123657
Caminho do mouse,"(200, 401)",20.507262706756592
Caminho do mouse,"(199, 401)",20.513870239257812
Caminho do mouse,"(198, 402)",20.52011775970459
Caminho do mouse,"(196, 403)",20.52650737762451
Caminho do mouse,"(193, 404)",20.536896467208862
Caminho do mouse,"(190, 405)",20.541446685791016
Caminho do mouse,"(186, 406)",20.547838926315308
Caminho do mouse,"(183, 406)",20.55757164955139
Caminho do mouse,"(180, 407)",20.565840244293213
Caminho do mouse,"(178, 407)",20.571011781692505
Caminho do mouse,"(175, 408)",20.577255964279175
Caminho do mouse,"(173, 408)",20.585577964782715
Caminho do mouse,"(171, 408)",20.592376947402954
Caminho do mouse,"(170, 408)",20.599621295928955
Caminho do mouse,"(169, 408)",20.61021375656128
Caminho do mouse,"(167, 408)",20.614920139312744
Caminho do mouse,"(166, 408)",20.623666048049927
Caminho do mouse,"(165, 408)",20.627769947052002
Caminho do mouse,"(164, 408)",20.638779878616333
Caminho do mouse,"(163, 408)",20.651954650878906
Caminho do mouse,"(162, 408)",20.656900882720947
Caminho do mouse,"(161, 408)",20.669233083724976
Caminho do mouse,"(160, 408)",20.67203116416931
Caminho do mouse,"(159, 408)",20.678776741027832
Caminho do mouse,"(158, 408)",20.685753345489502
Caminho do mouse,"(157, 408)",20.692922830581665
Caminho do mouse,"(156, 408)",20.708030939102173
Caminho do mouse,"(155, 408)",20.72138261795044
Caminho do mouse,"(154, 408)",20.740280389785767
Caminho do mouse,"(153, 408)",20.75661325454712
Caminho do mouse,"(152, 408)",20.7737295627594
Caminho do mouse,"(151, 408)",20.815147399902344
Caminho do mouse,"(150, 408)",20.83040738105774
Caminho do mouse,"(149, 408)",20.85322642326355
Caminho do mouse,"(148, 408)",20.901542901992798
Caminho do mouse,"(151, 408)",21.306038856506348
Caminho do mouse,"(157, 409)",21.314605951309204
Caminho do mouse,"(166, 410)",21.321083545684814
Caminho do mouse,"(175, 412)",21.32777237892151
Caminho do mouse,"(185, 413)",21.334202527999878
Caminho do mouse,"(196, 413)",21.342832326889038
Caminho do mouse,"(205, 414)",21.34933114051819
Caminho do mouse,"(217, 414)",21.35814142227173
Caminho do mouse,"(228, 415)",21.364463329315186
Caminho do mouse,"(236, 415)",21.373322010040283
Caminho do mouse,"(247, 416)",21.378915071487427
Caminho do mouse,"(256, 416)",21.38675546646118
Caminho do mouse,"(265, 416)",21.393242359161377
Caminho do mouse,"(273, 416)",21.4013831615448
Caminho do mouse,"(282, 416)",21.40593934059143
Caminho do mouse,"(291, 416)",21.415724992752075
Caminho do mouse,"(299, 416)",21.42207932472229
Caminho do mouse,"(306, 416)",21.431249618530273
Caminho do mouse,"(314, 415)",21.43569016456604
Caminho do mouse,"(321, 415)",21.444753170013428
Caminho do mouse,"(327, 415)",21.449470281600952
Caminho do mouse,"(333, 415)",21.457823753356934
Caminho do mouse,"(338, 415)",21.464329957962036
Caminho do mouse,"(344, 415)",21.472944736480713
Caminho do mouse,"(350, 415)",21.480091094970703
Caminho do mouse,"(355, 415)",21.48708987236023
Caminho do mouse,"(360, 415)",21.493508338928223
Caminho do mouse,"(363, 415)",21.49950671195984
Caminho do mouse,"(367, 416)",21.50800371170044
Caminho do mouse,"(375, 414)",21.74835515022278
Caminho do mouse,"(389, 413)",21.752403020858765
Caminho do mouse,"(404, 411)",21.761568784713745
Caminho do mouse,"(424, 407)",21.766008853912354
Caminho do mouse,"(443, 404)",21.77673649787903
Caminho do mouse,"(467, 401)",21.782548189163208
Caminho do mouse,"(484, 398)",21.79160737991333
Caminho do mouse,"(504, 396)",21.794190168380737
Caminho do mouse,"(518, 392)",21.80577039718628
Caminho do mouse,"(535, 390)",21.810024976730347
Caminho do mouse,"(546, 388)",21.82024884223938
Caminho do mouse,"(558, 386)",21.8255832195282
Caminho do mouse,"(567, 384)",21.835463523864746
Caminho do mouse,"(578, 381)",21.83974003791809
Caminho do mouse,"(586, 378)",21.847241640090942
Caminho do mouse,"(593, 376)",21.85345196723938
Caminho do mouse,"(600, 373)",21.86443853378296
Caminho do mouse,"(605, 371)",21.868637323379517
Caminho do mouse,"(611, 368)",21.87705636024475
Caminho do mouse,"(615, 366)",21.881495714187622
Caminho do mouse,"(619, 364)",21.888026237487793
Caminho do mouse,"(623, 362)",21.895950317382812
Caminho do mouse,"(627, 359)",21.906967878341675
Caminho do mouse,"(632, 356)",21.9111545085907
Caminho do mouse,"(636, 352)",21.917986631393433
Caminho do mouse,"(641, 348)",21.92530584335327
Caminho do mouse,"(647, 344)",21.93179416656494
Caminho do mouse,"(652, 340)",21.940501928329468
Caminho do mouse,"(656, 336)",21.947832345962524
Caminho do mouse,"(662, 332)",21.954262495040894
Caminho do mouse,"(667, 327)",21.961766719818115
Caminho do mouse,"(673, 322)",21.971590518951416
Caminho do mouse,"(677, 317)",21.977219820022583
Caminho do mouse,"(684, 312)",21.984912157058716
Caminho do mouse,"(688, 307)",21.98865795135498
Caminho do mouse,"(693, 303)",22.001535177230835
Caminho do mouse,"(698, 299)",22.004621982574463
Caminho do mouse,"(701, 295)",22.01825523376465
Caminho do mouse,"(706, 291)",22.01826286315918
Caminho do mouse,"(709, 286)",22.02822732925415
Caminho do mouse,"(713, 281)",22.033713579177856
Caminho do mouse,"(718, 276)",22.040529251098633
Caminho do mouse,"(722, 270)",22.047175884246826
Caminho do mouse,"(727, 264)",22.05520534515381
Caminho do mouse,"(730, 258)",22.06301259994507
Caminho do mouse,"(734, 252)",22.06937313079834
Caminho do mouse,"(737, 246)",22.075465440750122
Caminho do mouse,"(741, 240)",22.084266662597656
Caminho do mouse,"(743, 234)",22.09010624885559
Caminho do mouse,"(746, 227)",22.101346254348755
Caminho do mouse,"(749, 222)",22.105337619781494
Caminho do mouse,"(751, 216)",22.11505627632141
Caminho do mouse,"(754, 211)",22.119045972824097
Caminho do mouse,"(756, 205)",22.12904715538025
Caminho do mouse,"(757, 198)",22.135010719299316
Caminho do mouse,"(760, 192)",22.14325976371765
Caminho do mouse,"(762, 186)",22.149556636810303
Caminho do mouse,"(764, 179)",22.156862497329712
Caminho do mouse,"(765, 172)",22.16297936439514
Caminho do mouse,"(767, 165)",22.17148756980896
Caminho do mouse,"(768, 158)",22.178025722503662
Caminho do mouse,"(769, 153)",22.18636918067932
Caminho do mouse,"(770, 147)",22.19098663330078
Caminho do mouse,"(770, 141)",22.200886011123657
Caminho do mouse,"(770, 137)",22.207099199295044
Caminho do mouse,"(770, 132)",22.215317010879517
Caminho do mouse,"(770, 129)",22.219368934631348
Caminho do mouse,"(769, 125)",22.229456186294556
Caminho do mouse,"(768, 123)",22.23354434967041
Caminho do mouse,"(767, 121)",22.243786811828613
Caminho do mouse,"(767, 118)",22.558820724487305
Caminho do mouse,"(767, 114)",22.565130710601807
Caminho do mouse,"(767, 112)",22.574450969696045
Caminho do mouse,"(767, 110)",22.57996916770935
Caminho do mouse,"(767, 107)",22.58823013305664
Caminho do mouse,"(767, 106)",22.594602584838867
Caminho do mouse,"(766, 104)",22.602787971496582
Caminho do mouse,"(766, 103)",22.60961365699768
Caminho do mouse,"(766, 101)",22.616865396499634
Caminho do mouse,"(766, 100)",22.62491226196289
Caminho do mouse,"(766, 99)",22.63108539581299
Caminho do mouse,"(765, 98)",22.637330293655396
Caminho do mouse,"(765, 96)",22.645920991897583
Caminho do mouse,"(765, 94)",22.652257680892944
Caminho do mouse,"(765, 92)",22.660821199417114
Caminho do mouse,"(764, 91)",22.667126893997192
Caminho do mouse,"(764, 88)",22.675166130065918
Caminho do mouse,"(764, 85)",22.681224822998047
Caminho do mouse,"(764, 84)",22.689548015594482
Caminho do mouse,"(764, 81)",22.696290969848633
Caminho do mouse,"(764, 78)",22.704918146133423
Caminho do mouse,"(764, 76)",22.709675788879395
Caminho do mouse,"(764, 73)",22.71772789955139
Caminho do mouse,"(764, 70)",22.72424864768982
Caminho do mouse,"(764, 67)",22.733068704605103
Caminho do mouse,"(764, 64)",22.73918318748474
Caminho do mouse,"(764, 62)",22.746952772140503
Caminho do mouse,"(765, 60)",22.753231048583984
Caminho do mouse,"(765, 58)",22.76120662689209
Caminho do mouse,"(766, 56)",22.767475366592407
Caminho do mouse,"(766, 55)",22.77645206451416
Caminho do mouse,"(766, 53)",22.783854722976685
Caminho do mouse,"(766, 52)",22.79349946975708
Caminho do mouse,"(766, 51)",22.79644274711609
Caminho do mouse,"(767, 50)",22.80489945411682
Caminho do mouse,"(767, 49)",22.81095266342163
Caminho do mouse,"(767, 48)",22.8193781375885
Caminho do mouse,"(767, 47)",22.8338623046875
Caminho do mouse,"(768, 46)",22.840169668197632
Caminho do mouse,"(768, 45)",22.847787618637085
Caminho do mouse,"(768, 44)",22.854000568389893
Caminho do mouse,"(768, 43)",22.86245608329773
Caminho do mouse,"(768, 42)",22.868987798690796
Caminho do mouse,"(768, 41)",22.891265869140625
Caminho do mouse,"(761, 47)",23.19214916229248
Caminho do mouse,"(751, 56)",23.200112342834473
Caminho do mouse,"(737, 69)",23.20655870437622
Caminho do mouse,"(721, 83)",23.21291732788086
Caminho do mouse,"(705, 99)",23.22329020500183
Caminho do mouse,"(689, 115)",23.228173971176147
Caminho do mouse,"(674, 129)",23.23802661895752
Caminho do mouse,"(661, 141)",23.241239070892334
Caminho do mouse,"(650, 153)",23.249650955200195
Caminho do mouse,"(638, 163)",23.256540060043335
Caminho do mouse,"(629, 172)",23.26374864578247
Caminho do mouse,"(619, 181)",23.27058482170105
Caminho do mouse,"(609, 190)",23.280415058135986
Caminho do mouse,"(601, 198)",23.285006284713745
Caminho do mouse,"(592, 206)",23.295907020568848
Caminho do mouse,"(583, 212)",23.30023694038391
Caminho do mouse,"(576, 218)",23.311023235321045
Caminho do mouse,"(569, 223)",23.315176486968994
Caminho do mouse,"(564, 227)",23.321411848068237
Caminho do mouse,"(557, 232)",23.329231023788452
Caminho do mouse,"(553, 234)",23.335288763046265
Caminho do mouse,"(548, 237)",23.343904495239258
Caminho do mouse,"(546, 240)",23.35060167312622
Caminho do mouse,"(542, 241)",23.356886863708496
Caminho do mouse,"(539, 243)",23.366055011749268
Caminho do mouse,"(536, 245)",23.37447500228882
Caminho do mouse,"(532, 247)",23.379250049591064
Caminho do mouse,"(529, 248)",23.38683795928955
Caminho do mouse,"(525, 250)",23.3942711353302
Caminho do mouse,"(522, 252)",23.40066909790039
Caminho do mouse,"(519, 254)",23.4087917804718
Caminho do mouse,"(517, 255)",23.417134523391724
Caminho do mouse,"(514, 255)",23.422603607177734
Caminho do mouse,"(512, 256)",23.42997908592224
Caminho do mouse,"(510, 257)",23.43823003768921
Caminho do mouse,"(509, 258)",23.444631576538086
Caminho do mouse,"(507, 259)",23.451029777526855
Caminho do mouse,"(505, 260)",23.458524703979492
Caminho do mouse,"(504, 260)",23.465091943740845
Caminho do mouse,"(503, 261)",23.47369384765625
Caminho do mouse,"(502, 261)",23.48003888130188
Caminho do mouse,"(510, 262)",24.071634531021118
Caminho do mouse,"(517, 262)",24.07921075820923
Caminho do mouse,"(525, 263)",24.08508539199829
Caminho do mouse,"(533, 264)",24.091543197631836
Caminho do mouse,"(539, 265)",24.099637031555176
Caminho do mouse,"(545, 266)",24.108022212982178
Caminho do mouse,"(548, 267)",24.113754510879517
Caminho do mouse,"(552, 267)",24.120911836624146
Caminho do mouse,"(553, 267)",24.128737211227417
Caminho do mouse,"(555, 268)",24.135046005249023
Caminho do mouse,"(557, 268)",24.142998218536377
Caminho do mouse,"(558, 268)",24.149465799331665
Caminho do mouse,"(559, 268)",24.157619953155518
Caminho do mouse,"(560, 268)",24.163202047348022
Caminho do mouse,"(561, 268)",24.17516803741455
Caminho do mouse,"(562, 268)",24.179166078567505
Caminho do mouse,"(563, 269)",24.187053680419922
Caminho do mouse,"(564, 269)",24.193496227264404
Caminho do mouse,"(565, 269)",24.202512741088867
Caminho do mouse,"(566, 269)",24.207483530044556
Caminho do mouse,"(567, 269)",24.213932514190674
Caminho do mouse,"(568, 269)",24.230273008346558
Caminho do mouse,"(569, 269)",24.250606060028076
Caminho do mouse,"(570, 269)",24.26175808906555
Caminho do mouse,"(571, 269)",24.280375480651855
Caminho do mouse,"(572, 269)",24.286557912826538
Caminho do mouse,"(573, 269)",24.300873279571533
Caminho do mouse,"(574, 269)",24.33669376373291
Caminho do mouse,"(575, 269)",24.381799459457397
Caminho do mouse,"(574, 270)",25.138200759887695
Caminho do mouse,"(574, 271)",25.151833295822144
Caminho do mouse,"(573, 271)",25.166774034500122
Caminho do mouse,"(573, 272)",25.18044424057007
Caminho do mouse,"(573, 273)",25.195130825042725
Caminho do mouse,"(572, 274)",25.20130443572998
Caminho do mouse,"(572, 275)",25.216505765914917
Caminho do mouse,"(572, 276)",25.230666160583496
Caminho do mouse,"(572, 277)",25.245506286621094
Caminho do mouse,"(572, 278)",25.260020971298218
Caminho do mouse,"(571, 278)",25.273531675338745
Caminho do mouse,"(571, 279)",25.294500827789307
Caminho do mouse,"(570, 280)",25.302857160568237
Caminho do mouse,"(570, 281)",25.30875015258789
Caminho do mouse,"(569, 282)",25.317742109298706
Caminho do mouse,"(569, 283)",25.324516773223877
Caminho do mouse,"(568, 283)",25.334588527679443
Caminho do mouse,"(567, 284)",25.338926315307617
Caminho do mouse,"(567, 285)",25.352460622787476
Caminho do mouse,"(566, 286)",25.360371351242065
Caminho do mouse,"(566, 287)",25.369038581848145
Caminho do mouse,"(566, 288)",25.377053022384644
Caminho do mouse,"(566, 289)",25.381275415420532
Caminho do mouse,"(566, 290)",25.390747785568237
Caminho do mouse,"(566, 291)",25.39669895172119
Caminho do mouse,"(566, 292)",25.40665340423584
Caminho do mouse,"(566, 293)",25.425796031951904
Caminho do mouse,"(558, 292)",25.894554138183594
Caminho do mouse,"(553, 291)",25.89927315711975
Caminho do mouse,"(546, 290)",25.907521724700928
Caminho do mouse,"(539, 289)",25.913959503173828
Caminho do mouse,"(532, 288)",25.920237064361572
Caminho do mouse,"(527, 288)",25.928559064865112
Caminho do mouse,"(522, 288)",25.936904430389404
Caminho do mouse,"(518, 288)",25.943580389022827
Caminho do mouse,"(515, 288)",25.951140642166138
Caminho do mouse,"(510, 288)",25.957207679748535
Caminho do mouse,"(507, 288)",25.96544909477234
Caminho do mouse,"(501, 288)",25.972121715545654
Caminho do mouse,"(500, 288)",25.981215476989746
Caminho do mouse,"(499, 288)",25.98739266395569
Caminho do mouse,"(504, 279)",26.526530504226685
Caminho do mouse,"(508, 270)",26.5350399017334
Caminho do mouse,"(511, 265)",26.54176902770996
Caminho do mouse,"(514, 257)",26.547863721847534
Caminho do mouse,"(515, 255)",26.55574083328247
Caminho do mouse,"(519, 247)",26.562307357788086
Caminho do mouse,"(523, 238)",26.569456577301025
Caminho do mouse,"(526, 231)",26.581693172454834
Caminho do mouse,"(530, 220)",26.583820819854736
Caminho do mouse,"(533, 215)",26.591188669204712
Caminho do mouse,"(538, 204)",26.599123239517212
Caminho do mouse,"(541, 197)",26.607873916625977
Caminho do mouse,"(545, 189)",26.61361575126648
Caminho do mouse,"(548, 182)",26.622259616851807
Caminho do mouse,"(550, 177)",26.62749695777893
Caminho do mouse,"(550, 175)",26.63690710067749
Caminho do mouse,"(551, 173)",26.64168381690979
Caminho do mouse,"(552, 172)",26.650261878967285
Caminho do mouse,"(552, 171)",26.65644860267639
Caminho do mouse,"(552, 170)",26.664085388183594
Caminho do mouse,"(552, 169)",26.670246601104736
Caminho do mouse,"(552, 168)",26.678537845611572
Caminho do mouse,"(552, 167)",26.69561266899109
Caminho do mouse,"(552, 166)",27.102521181106567
Caminho do mouse,"(552, 164)",27.11134696006775
Caminho do mouse,"(552, 163)",27.11709475517273
Caminho do mouse,"(552, 162)",27.127265214920044
Caminho do mouse,"(552, 161)",27.131739377975464
Caminho do mouse,"(552, 160)",27.146498441696167
Caminho do mouse,"(553, 160)",27.160545110702515
Caminho do mouse,"(553, 159)",27.189868927001953
Caminho do mouse,"(554, 159)",27.19693684577942
Caminho do mouse,"(554, 158)",27.21861696243286
Caminho do mouse,"(555, 158)",27.232172966003418
Caminho do mouse,"(557, 152)",27.75200057029724
Caminho do mouse,"(558, 146)",27.758952379226685
Caminho do mouse,"(559, 144)",27.76606273651123
Caminho do mouse,"(561, 139)",27.77227520942688
Caminho do mouse,"(562, 136)",27.779401302337646
Caminho do mouse,"(564, 132)",27.78609013557434
Caminho do mouse,"(565, 130)",27.794250011444092
Caminho do mouse,"(565, 128)",27.80206036567688
Caminho do mouse,"(566, 125)",27.810672521591187
Caminho do mouse,"(567, 124)",27.81570792198181
Caminho do mouse,"(570, 119)",27.823440551757812
Caminho do mouse,"(571, 117)",27.831469535827637
Caminho do mouse,"(573, 114)",27.837146759033203
Caminho do mouse,"(574, 111)",27.844792127609253
Caminho do mouse,"(575, 110)",27.85203242301941
Caminho do mouse,"(577, 109)",27.862448930740356
Caminho do mouse,"(578, 108)",27.866381406784058
Caminho do mouse,"(578, 107)",27.87651824951172
Caminho do mouse,"(578, 106)",27.88060975074768
Caminho do mouse,"(578, 105)",27.904109716415405
Caminho do mouse,"(585, 108)",28.48869514465332
Caminho do mouse,"(592, 111)",28.4979031085968
Caminho do mouse,"(598, 115)",28.50357437133789
Caminho do mouse,"(607, 119)",28.5114643573761
Caminho do mouse,"(614, 124)",28.517585277557373
Caminho do mouse,"(622, 127)",28.524641752243042
Caminho do mouse,"(628, 130)",28.532390832901
Caminho do mouse,"(633, 131)",28.538654804229736
Caminho do mouse,"(636, 133)",28.54654049873352
Caminho do mouse,"(641, 135)",28.5526340007782
Caminho do mouse,"(643, 137)",28.563711404800415
Caminho do mouse,"(644, 138)",28.56799602508545
Caminho do mouse,"(645, 138)",28.57908272743225
Caminho do mouse,"(646, 139)",28.58187747001648
Caminho do mouse,"(647, 139)",28.590128660202026
Caminho do mouse,"(648, 139)",28.619793176651
Caminho do mouse,"(648, 140)",28.65292739868164
Caminho do mouse,"(649, 140)",28.66297435760498
Caminho do mouse,"(653, 141)",29.335684299468994
Caminho do mouse,"(657, 142)",29.341613054275513
Caminho do mouse,"(659, 143)",29.34909963607788
Caminho do mouse,"(663, 144)",29.354623079299927
Caminho do mouse,"(666, 145)",29.361689805984497
Caminho do mouse,"(669, 147)",29.369216680526733
Caminho do mouse,"(673, 148)",29.37520742416382
Caminho do mouse,"(675, 148)",29.382711172103882
Caminho do mouse,"(678, 149)",29.390182971954346
Caminho do mouse,"(680, 150)",29.39783549308777
Caminho do mouse,"(681, 151)",29.404342889785767
Caminho do mouse,"(682, 151)",29.41883420944214
Caminho do mouse,"(682, 152)",29.427486896514893
Caminho do mouse,"(683, 152)",29.44597840309143
Caminho do mouse,"(682, 154)",29.97224187850952
Caminho do mouse,"(680, 159)",29.979951858520508
Caminho do mouse,"(677, 163)",29.986319303512573
Caminho do mouse,"(674, 170)",29.99297571182251
Caminho do mouse,"(670, 177)",29.999436378479004
Caminho do mouse,"(667, 185)",30.008155822753906
Caminho do mouse,"(662, 192)",30.013908863067627
Caminho do mouse,"(659, 200)",30.01999521255493
Caminho do mouse,"(656, 206)",30.026968002319336
Caminho do mouse,"(653, 211)",30.034955739974976
Caminho do mouse,"(649, 216)",30.04102087020874
Caminho do mouse,"(645, 224)",30.047043800354004
Caminho do mouse,"(640, 232)",30.054208993911743
Caminho do mouse,"(629, 249)",30.061920642852783
Caminho do mouse,"(625, 255)",30.06847906112671
Caminho do mouse,"(619, 264)",30.076590299606323
Caminho do mouse,"(610, 278)",30.082681894302368
Caminho do mouse,"(600, 292)",30.090896129608154
Caminho do mouse,"(592, 302)",30.09635853767395
Caminho do mouse,"(588, 307)",30.104491233825684
Caminho do mouse,"(581, 314)",30.11070942878723
Caminho do mouse,"(575, 322)",30.118929386138916
Caminho do mouse,"(570, 329)",30.12509512901306
Caminho do mouse,"(566, 334)",30.133448600769043
Caminho do mouse,"(562, 339)",30.139129638671875
Caminho do mouse,"(558, 343)",30.14748501777649
Caminho do mouse,"(554, 347)",30.153676986694336
Caminho do mouse,"(551, 349)",30.16178011894226
Caminho do mouse,"(547, 351)",30.168315887451172
Caminho do mouse,"(545, 352)",30.17513394355774
Caminho do mouse,"(543, 353)",30.18256402015686
Caminho do mouse,"(541, 354)",30.188556909561157
Caminho do mouse,"(540, 354)",30.19678235054016
Caminho do mouse,"(538, 354)",30.20299506187439
Caminho do mouse,"(537, 354)",30.21262288093567
Caminho do mouse,"(536, 354)",30.216782331466675
Caminho do mouse,"(535, 354)",30.224915266036987
Caminho do mouse,"(534, 354)",30.231120824813843
Caminho do mouse,"(533, 354)",30.23967480659485
Caminho do mouse,"(532, 354)",30.254662036895752
Caminho do mouse,"(531, 354)",30.258756160736084
Caminho do mouse,"(530, 354)",30.26840615272522
Caminho do mouse,"(529, 354)",30.286895990371704
Caminho do mouse,"(528, 355)",30.300190448760986
Caminho do mouse,"(528, 356)",30.32559871673584
Caminho do mouse,"(528, 357)",30.32977056503296
Caminho do mouse,"(528, 359)",30.338873147964478
Caminho do mouse,"(528, 362)",30.34366011619568
Caminho do mouse,"(528, 370)",30.352113008499146
Caminho do mouse,"(528, 378)",30.356252431869507
Caminho do mouse,"(528, 382)",30.366429328918457
Caminho do mouse,"(529, 386)",30.37058734893799
Caminho do mouse,"(530, 389)",30.381119966506958
Caminho do mouse,"(530, 392)",30.385167121887207
Caminho do mouse,"(530, 394)",30.394693613052368
Caminho do mouse,"(531, 397)",30.39881420135498
Caminho do mouse,"(531, 398)",30.413424015045166
Caminho do mouse,"(531, 399)",30.425328016281128
Caminho do mouse,"(532, 400)",30.428157806396484
Caminho do mouse,"(532, 401)",30.432953596115112
Caminho do mouse,"(533, 402)",30.4401593208313
Caminho do mouse,"(533, 403)",30.447709798812866
Caminho do mouse,"(533, 404)",30.455671310424805
Caminho do mouse,"(534, 404)",30.46109437942505
Caminho do mouse,"(535, 405)",30.46981120109558
Caminho do mouse,"(536, 405)",30.476186752319336
Caminho do mouse,"(536, 406)",30.483442783355713
Caminho do mouse,"(537, 406)",30.505037784576416
Caminho do mouse,"(536, 406)",30.587117433547974
